HGNC ID	Approved symbol	Ensembl gene ID	Ensembl ID(supplied by Ensembl)	NCBI Gene ID(supplied by NCBI)
HGNC:20102	ADAM20P1	ENSG00000259158	ENSG00000259158	317760
HGNC:43901	ADAM20P2	ENSG00000248574	ENSG00000248574	100533671
HGNC:43902	ADAM20P3	ENSG00000249162	ENSG00000249162	644325
HGNC:200	ADAM21	ENSG00000139985	ENSG00000139985	8747
HGNC:19822	ADAM21P1	ENSG00000235812	ENSG00000235812	145241
HGNC:201	ADAM22	ENSG00000008277	ENSG00000008277	53616
HGNC:202	ADAM23	ENSG00000114948	ENSG00000114948	8745
HGNC:203	ADAM24P	ENSG00000214607	ENSG00000214607	646479
HGNC:206	ADAM28	ENSG00000042980	ENSG00000042980	10863
HGNC:207	ADAM29	ENSG00000168594	ENSG00000168594	11086
HGNC:208	ADAM30	ENSG00000134249	ENSG00000134249	11085
HGNC:15479	ADAM32	ENSG00000197140	ENSG00000197140	203102
HGNC:15478	ADAM33	ENSG00000149451	ENSG00000149451	80332
HGNC:16299	ADAMDEC1	ENSG00000134028	ENSG00000134028	27299
HGNC:217	ADAMTS1	ENSG00000154734	ENSG00000154734	9510
HGNC:218	ADAMTS2	ENSG00000087116	ENSG00000087116	9509
HGNC:219	ADAMTS3	ENSG00000156140	ENSG00000156140	9508
HGNC:220	ADAMTS4	ENSG00000158859	ENSG00000158859	9507
HGNC:221	ADAMTS5	ENSG00000154736	ENSG00000154736	11096
HGNC:222	ADAMTS6	ENSG00000049192	ENSG00000049192	11174
HGNC:223	ADAMTS7	ENSG00000136378	ENSG00000136378	11173
HGNC:49407	ADAMTS7P1	ENSG00000274376	ENSG00000274376	390660
HGNC:49408	ADAMTS7P2			
HGNC:49409	ADAMTS7P3	ENSG00000261143	ENSG00000261143	400406
HGNC:49410	ADAMTS7P4	ENSG00000218052	ENSG00000218052	642935
HGNC:224	ADAMTS8	ENSG00000134917	ENSG00000134917	11095
HGNC:13202	ADAMTS9	ENSG00000163638	ENSG00000163638	56999
HGNC:40625	ADAMTS9-AS1	ENSG00000241158	ENSG00000241158	101929335
HGNC:42435	ADAMTS9-AS2	ENSG00000241684	ENSG00000241684	100507098
HGNC:13201	ADAMTS10	ENSG00000142303	ENSG00000142303	81794
HGNC:14605	ADAMTS12	ENSG00000151388	ENSG00000151388	81792
HGNC:1366	ADAMTS13	ENSG00000160323	ENSG00000160323	11093
HGNC:14899	ADAMTS14	ENSG00000138316	ENSG00000138316	140766
HGNC:16305	ADAMTS15	ENSG00000166106	ENSG00000166106	170689
HGNC:17108	ADAMTS16	ENSG00000145536	ENSG00000145536	170690
HGNC:17109	ADAMTS17	ENSG00000140470	ENSG00000140470	170691
HGNC:17110	ADAMTS18	ENSG00000140873	ENSG00000140873	170692
HGNC:17111	ADAMTS19	ENSG00000145808	ENSG00000145808	171019
HGNC:40797	ADAMTS19-AS1	ENSG00000249421	ENSG00000249421	103689846
HGNC:17178	ADAMTS20	ENSG00000173157	ENSG00000173157	80070
HGNC:16662	ADAMTS21			
HGNC:14632	ADAMTSL1	ENSG00000178031	ENSG00000178031	92949
HGNC:14631	ADAMTSL2	ENSG00000197859	ENSG00000197859	9719
HGNC:14633	ADAMTSL3	ENSG00000156218	ENSG00000156218	57188
HGNC:19706	ADAMTSL4	ENSG00000143382	ENSG00000143382	54507
HGNC:32041	ADAMTSL4-AS1	ENSG00000203804	ENSG00000203804	574406
HGNC:40895	ADAMTSL4-AS2	ENSG00000237781	ENSG00000237781	100289061
HGNC:27912	ADAMTSL5	ENSG00000185761	ENSG00000185761	339366
HGNC:16486	ADAP1	ENSG00000105963	ENSG00000105963	11033
HGNC:16487	ADAP2	ENSG00000184060	ENSG00000184060	55803
HGNC:225	ADAR	ENSG00000160710	ENSG00000160710	103
HGNC:226	ADARB1	ENSG00000197381	ENSG00000197381	104
HGNC:227	ADARB2	ENSG00000185736	ENSG00000185736	105
HGNC:23299	ADARB2-AS1	ENSG00000205696	ENSG00000205696	642394
HGNC:228	ADAT1	ENSG00000065457	ENSG00000065457	23536
HGNC:21172	ADAT2	ENSG00000189007	ENSG00000189007	134637
HGNC:25151	ADAT3	ENSG00000213638	ENSG00000213638	113179
HGNC:19038	ADCK1	ENSG00000063761	ENSG00000063761	57143
HGNC:19039	ADCK2	ENSG00000133597	ENSG00000133597	90956
HGNC:21738	ADCK5	ENSG00000173137	ENSG00000173137	203054
HGNC:229	ADCP1			106
HGNC:230	ADCP2			
HGNC:231	ADCR			
HGNC:232	ADCY1	ENSG00000164742	ENSG00000164742	107
HGNC:233	ADCY2	ENSG00000078295	ENSG00000078295	108
HGNC:234	ADCY3	ENSG00000138031	ENSG00000138031	109
HGNC:235	ADCY4	ENSG00000129467	ENSG00000129467	196883
HGNC:236	ADCY5	ENSG00000173175	ENSG00000173175	111
HGNC:237	ADCY6	ENSG00000174233	ENSG00000174233	112
HGNC:53332	ADCY6-DT	ENSG00000257660	ENSG00000257660	100506125
HGNC:238	ADCY7	ENSG00000121281	ENSG00000121281	113
HGNC:239	ADCY8	ENSG00000155897	ENSG00000155897	114
HGNC:240	ADCY9	ENSG00000162104	ENSG00000162104	115
HGNC:21285	ADCY10	ENSG00000143199	ENSG00000143199	55811
HGNC:44143	ADCY10P1	ENSG00000161912	ENSG00000161912	221442
HGNC:241	ADCYAP1	ENSG00000141433	ENSG00000141433	116
HGNC:242	ADCYAP1R1	ENSG00000078549	ENSG00000078549	117
HGNC:243	ADD1	ENSG00000087274	ENSG00000087274	118
HGNC:244	ADD2	ENSG00000075340	ENSG00000075340	119
HGNC:245	ADD3	ENSG00000148700	ENSG00000148700	120
HGNC:48682	ADD3-AS1	ENSG00000203876	ENSG00000203876	100505933
HGNC:246	ADDL			
HGNC:247	ADFN			
HGNC:21212	ADGB	ENSG00000118492	ENSG00000118492	79747
HGNC:13838	ADGRA1	ENSG00000197177	ENSG00000197177	84435
HGNC:49543	ADGRA1-AS1	ENSG00000256925	ENSG00000256925	100128127
HGNC:17849	ADGRA2	ENSG00000020181	ENSG00000020181	25960
HGNC:13839	ADGRA3	ENSG00000152990	ENSG00000152990	166647
HGNC:943	ADGRB1	ENSG00000181790	ENSG00000181790	575
HGNC:944	ADGRB2	ENSG00000121753	ENSG00000121753	576
HGNC:945	ADGRB3	ENSG00000135298	ENSG00000135298	577
HGNC:19893	ADGRD1	ENSG00000111452	ENSG00000111452	283383
HGNC:53314	ADGRD1-AS1	ENSG00000256151	ENSG00000256151	105755954
HGNC:18651	ADGRD2	ENSG00000180264	ENSG00000180264	347088
HGNC:3336	ADGRE1	ENSG00000174837	ENSG00000174837	2015
HGNC:3337	ADGRE2	ENSG00000127507	ENSG00000127507	30817
HGNC:23647	ADGRE3	ENSG00000131355	ENSG00000131355	84658
HGNC:19240	ADGRE4P	ENSG00000268758	ENSG00000268758	326342
HGNC:1711	ADGRE5	ENSG00000123146	ENSG00000123146	976
HGNC:18990	ADGRF1	ENSG00000153292	ENSG00000153292	266977
HGNC:18991	ADGRF2	ENSG00000164393	ENSG00000164393	222611
HGNC:18989	ADGRF3	ENSG00000173567	ENSG00000173567	165082
HGNC:19011	ADGRF4	ENSG00000153294	ENSG00000153294	221393
HGNC:19030	ADGRF5	ENSG00000069122	ENSG00000069122	221395
HGNC:40864	ADGRF5-AS1	ENSG00000225730	ENSG00000225730	101926962
HGNC:32922	ADGRF5P1	ENSG00000227582	ENSG00000227582	389740
HGNC:32921	ADGRF5P2	ENSG00000204818	ENSG00000204818	441416
HGNC:4512	ADGRG1	ENSG00000205336	ENSG00000205336	9289
HGNC:4516	ADGRG2	ENSG00000173698	ENSG00000173698	10149
HGNC:13728	ADGRG3	ENSG00000182885	ENSG00000182885	222487
HGNC:18992	ADGRG4	ENSG00000156920	ENSG00000156920	139378
HGNC:19010	ADGRG5	ENSG00000159618	ENSG00000159618	221188
HGNC:13841	ADGRG6	ENSG00000112414	ENSG00000112414	57211
HGNC:19241	ADGRG7	ENSG00000144820	ENSG00000144820	84873
HGNC:20973	ADGRL1	ENSG00000072071	ENSG00000072071	22859
HGNC:18582	ADGRL2	ENSG00000117114	ENSG00000117114	23266
HGNC:20974	ADGRL3	ENSG00000150471	ENSG00000150471	23284
HGNC:50604	ADGRL3-AS1	ENSG00000248692	ENSG00000248692	101927186
HGNC:20822	ADGRL4	ENSG00000162618	ENSG00000162618	64123
HGNC:17416	ADGRV1	ENSG00000164199	ENSG00000164199	84059
HGNC:249	ADH1A	ENSG00000187758	ENSG00000187758	124
HGNC:250	ADH1B	ENSG00000196616	ENSG00000196616	125
HGNC:251	ADH1C	ENSG00000248144	ENSG00000248144	126
HGNC:252	ADH4	ENSG00000198099	ENSG00000198099	127
HGNC:253	ADH5	ENSG00000197894	ENSG00000197894	128
HGNC:254	ADH5P1			
HGNC:22976	ADH5P2	ENSG00000232676	ENSG00000232676	343296
HGNC:22991	ADH5P3	ENSG00000223694	ENSG00000223694	100131810
HGNC:21377	ADH5P4	ENSG00000233859	ENSG00000233859	642443
HGNC:54523	ADH5P5	ENSG00000234865	ENSG00000234865	115945146
HGNC:255	ADH6	ENSG00000172955	ENSG00000172955	130
HGNC:256	ADH7	ENSG00000196344	ENSG00000196344	131
HGNC:16354	ADHFE1	ENSG00000147576	ENSG00000147576	137872
HGNC:30576	ADI1	ENSG00000182551	ENSG00000182551	55256
HGNC:52339	ADI1P1	ENSG00000235102	ENSG00000235102	100130936
HGNC:52340	ADI1P2	ENSG00000250684	ENSG00000250684	100288971
HGNC:52341	ADI1P3	ENSG00000258369	ENSG00000258369	100288129
HGNC:28606	ADIG	ENSG00000182035	ENSG00000182035	149685
HGNC:13633	ADIPOQ	ENSG00000181092	ENSG00000181092	9370
HGNC:40648	ADIPOQ-AS1	ENSG00000226482	ENSG00000226482	100874095
HGNC:24040	ADIPOR1	ENSG00000159346	ENSG00000159346	51094
HGNC:44910	ADIPOR1P1	ENSG00000232497	ENSG00000232497	645220
HGNC:44911	ADIPOR1P2	ENSG00000258805	ENSG00000258805	390503
HGNC:24041	ADIPOR2	ENSG00000006831	ENSG00000006831	79602
HGNC:16477	ADIR			
HGNC:24043	ADIRF	ENSG00000148671	ENSG00000148671	10974
HGNC:45127	ADIRF-AS1	ENSG00000272734	ENSG00000272734	100133190
HGNC:257	ADK	ENSG00000156110	ENSG00000156110	132
HGNC:258	ADL			
HGNC:259	ADM	ENSG00000148926	ENSG00000148926	133
HGNC:28898	ADM2	ENSG00000128165	ENSG00000128165	79924
HGNC:27293	ADM5	ENSG00000224420	ENSG00000224420	199800
HGNC:260	ADMLX			
HGNC:261	ADMLY			
HGNC:15766	ADNP	ENSG00000101126	ENSG00000101126	23394
HGNC:51227	ADNP-AS1	ENSG00000259456	ENSG00000259456	101927631
HGNC:23803	ADNP2	ENSG00000101544	ENSG00000101544	22850
HGNC:23506	ADO	ENSG00000181915	ENSG00000181915	84890
HGNC:262	ADORA1	ENSG00000163485	ENSG00000163485	134
HGNC:263	ADORA2A	ENSG00000128271	ENSG00000128271	135
HGNC:37122	ADORA2A-AS1	ENSG00000178803	ENSG00000178803	646023
HGNC:264	ADORA2B	ENSG00000170425	ENSG00000170425	136
HGNC:265	ADORA2BP1	ENSG00000236136	ENSG00000236136	137
HGNC:266	ADORA2L1			
HGNC:267	ADORA2L2			
HGNC:268	ADORA3	ENSG00000282608	ENSG00000282608	140
HGNC:25250	ADPGK	ENSG00000159322	ENSG00000159322	83440
HGNC:44144	ADPGK-AS1	ENSG00000260898	ENSG00000260898	100287559
HGNC:269	ADPRH	ENSG00000144843	ENSG00000144843	141
HGNC:21303	ADPRHL1	ENSG00000153531	ENSG00000153531	113622
HGNC:30925	ADPRM	ENSG00000170222	ENSG00000170222	56985
HGNC:21304	ADPRS	ENSG00000116863	ENSG00000116863	54936
HGNC:277	ADRA1A	ENSG00000120907	ENSG00000120907	148
HGNC:278	ADRA1B	ENSG00000170214	ENSG00000170214	147
HGNC:279	ADRA1C			
HGNC:280	ADRA1D	ENSG00000171873	ENSG00000171873	146
HGNC:281	ADRA2A	ENSG00000150594	ENSG00000150594	150
HGNC:282	ADRA2B	ENSG00000274286	ENSG00000274286	151
HGNC:283	ADRA2C	ENSG00000184160	ENSG00000184160	152
HGNC:284	ADRA2L1			
HGNC:285	ADRB1	ENSG00000043591	ENSG00000043591	153
HGNC:286	ADRB2	ENSG00000169252	ENSG00000169252	154
HGNC:287	ADRB2RL1			
HGNC:288	ADRB3	ENSG00000188778	ENSG00000188778	155
HGNC:15759	ADRM1	ENSG00000130706	ENSG00000130706	11047
HGNC:291	ADSL	ENSG00000239900	ENSG00000239900	158
HGNC:20093	ADSS1	ENSG00000185100	ENSG00000185100	122622
HGNC:292	ADSS2	ENSG00000035687	ENSG00000035687	159
HGNC:293	ADT			
HGNC:294	ADTAA			
HGNC:295	ADTAB			
HGNC:296	ADTB1			
HGNC:299	ADTB2			
HGNC:300	ADTG			
HGNC:21214	ADTRP	ENSG00000111863	ENSG00000111863	84830
HGNC:301	AE1			
HGNC:302	AE2			
HGNC:303	AEBP1	ENSG00000106624	ENSG00000106624	165
HGNC:24051	AEBP2	ENSG00000139154	ENSG00000139154	121536
HGNC:305	AEMK			
HGNC:25722	AEN	ENSG00000181026	ENSG00000181026	64782
HGNC:306	AEPLC			
HGNC:308	AEZ			
HGNC:309	AF8T			
HGNC:310	AFA			
HGNC:24017	AFAP1	ENSG00000196526	ENSG00000196526	60312
HGNC:28141	AFAP1-AS1	ENSG00000272620	ENSG00000272620	84740
HGNC:26714	AFAP1L1	ENSG00000157510	ENSG00000157510	134265
HGNC:25901	AFAP1L2	ENSG00000169129	ENSG00000169129	84632
HGNC:311	AFCP			
HGNC:312	AFD1			
HGNC:7137	AFDN	ENSG00000130396	ENSG00000130396	4301
HGNC:21236	AFDN-DT	ENSG00000198221	ENSG00000198221	653483
HGNC:7135	AFF1	ENSG00000172493	ENSG00000172493	4299
HGNC:53447	AFF1-AS1			100506746
HGNC:3776	AFF2	ENSG00000155966	ENSG00000155966	2334
HGNC:41334	AFF2-IT1	ENSG00000223516	ENSG00000223516	100874269
HGNC:6473	AFF3	ENSG00000144218	ENSG00000144218	3899
HGNC:17869	AFF4	ENSG00000072364	ENSG00000072364	27125
HGNC:16411	AFG1L	ENSG00000135537	ENSG00000135537	246269
HGNC:313	AFG3			
HGNC:314	AFG3L1P	ENSG00000223959	ENSG00000223959	172
HGNC:315	AFG3L2	ENSG00000141385	ENSG00000141385	10939
HGNC:24169	AFG3L2P1	ENSG00000253606	ENSG00000253606	347028
HGNC:316	AFM	ENSG00000079557	ENSG00000079557	173
HGNC:20910	AFMID	ENSG00000183077	ENSG00000183077	125061
HGNC:317	AFP	ENSG00000081051	ENSG00000081051	174
HGNC:25951	AFTPH	ENSG00000119844	ENSG00000119844	54812
HGNC:318	AGA	ENSG00000038002	ENSG00000038002	175
HGNC:16922	AGAP1	ENSG00000157985	ENSG00000157985	116987
HGNC:41427	AGAP1-IT1	ENSG00000235529	ENSG00000235529	100506749
HGNC:16921	AGAP2	ENSG00000135439	ENSG00000135439	116986
HGNC:48633	AGAP2-AS1	ENSG00000255737	ENSG00000255737	100130776
HGNC:16923	AGAP3	ENSG00000133612	ENSG00000133612	116988
HGNC:23459	AGAP4	ENSG00000188234	ENSG00000188234	119016
HGNC:23467	AGAP5	ENSG00000172650	ENSG00000172650	729092
HGNC:23466	AGAP6	ENSG00000204149	ENSG00000204149	414189
HGNC:23465	AGAP7P	ENSG00000264204	ENSG00000264204	653268
HGNC:23464	AGAP8			
HGNC:23463	AGAP9	ENSG00000204172	ENSG00000204172	642517
HGNC:23462	AGAP10			
HGNC:23659	AGAP10P	ENSG00000230869	ENSG00000230869	653234
HGNC:29421	AGAP11	ENSG00000271880	ENSG00000271880	119385
HGNC:23661	AGAP12P	ENSG00000265018	ENSG00000265018	414224
HGNC:23499	AGAP13P	ENSG00000243289	ENSG00000243289	728005
HGNC:23660	AGAP14P	ENSG00000279058	ENSG00000279058	653259
HGNC:26504	AGBL1	ENSG00000273540	ENSG00000273540	123624
HGNC:48617	AGBL1-AS1	ENSG00000260125	ENSG00000260125	727915
HGNC:26296	AGBL2	ENSG00000165923	ENSG00000165923	79841
HGNC:27981	AGBL3	ENSG00000146856	ENSG00000146856	340351
HGNC:25892	AGBL4	ENSG00000186094	ENSG00000186094	84871
HGNC:41123	AGBL4-AS1	ENSG00000230114	ENSG00000230114	101929721
HGNC:41482	AGBL4-IT1	ENSG00000225623	ENSG00000225623	100874313
HGNC:26147	AGBL5	ENSG00000084693	ENSG00000084693	60509
HGNC:41133	AGBL5-AS1	ENSG00000231636	ENSG00000231636	100874031
HGNC:41484	AGBL5-IT1	ENSG00000229122	ENSG00000229122	106481744
HGNC:320	AGER	ENSG00000204305	ENSG00000204305	177
HGNC:5175	AGFG1	ENSG00000173744	ENSG00000173744	3267
HGNC:5177	AGFG2	ENSG00000106351	ENSG00000106351	3268
HGNC:24684	AGGF1	ENSG00000164252	ENSG00000164252	55109
HGNC:38051	AGGF1P1	ENSG00000214273	ENSG00000214273	100132380
HGNC:38052	AGGF1P2	ENSG00000233435	ENSG00000233435	644435
HGNC:38053	AGGF1P3	ENSG00000241532	ENSG00000241532	391552
HGNC:38054	AGGF1P4	ENSG00000261689	ENSG00000261689	100129351
HGNC:51741	AGGF1P5	ENSG00000260680	ENSG00000260680	100128103
HGNC:51744	AGGF1P6	ENSG00000259836	ENSG00000259836	106481737
HGNC:51740	AGGF1P7	ENSG00000260994	ENSG00000260994	100132606
HGNC:51745	AGGF1P8	ENSG00000261752	ENSG00000261752	100128804
HGNC:51746	AGGF1P9	ENSG00000260427	ENSG00000260427	100127958
HGNC:51747	AGGF1P10	ENSG00000282968	ENSG00000282968	100288774
HGNC:21869	AGK	ENSG00000006530	ENSG00000006530	55750
HGNC:37661	AGKP1	ENSG00000226555	ENSG00000226555	359793
HGNC:55132	AGKP2	ENSG00000228819		392543
HGNC:321	AGL	ENSG00000162688	ENSG00000162688	178
HGNC:18407	AGMAT	ENSG00000116771	ENSG00000116771	79814
HGNC:33784	AGMO	ENSG00000187546	ENSG00000187546	392636
HGNC:322	AGMX1			
HGNC:323	AGMX2			
HGNC:3262	AGO1	ENSG00000092847	ENSG00000092847	26523
HGNC:3263	AGO2	ENSG00000123908	ENSG00000123908	27161
HGNC:18421	AGO3	ENSG00000126070	ENSG00000126070	192669
HGNC:18424	AGO4	ENSG00000134698	ENSG00000134698	192670
HGNC:324	AGPAT1	ENSG00000204310	ENSG00000204310	10554
HGNC:325	AGPAT2	ENSG00000169692	ENSG00000169692	10555
HGNC:326	AGPAT3	ENSG00000160216	ENSG00000160216	56894
HGNC:20885	AGPAT4	ENSG00000026652	ENSG00000026652	56895
HGNC:20988	AGPAT4-IT1	ENSG00000279355		79992
HGNC:20886	AGPAT5	ENSG00000155189	ENSG00000155189	55326
HGNC:37709	AGPAT5P1	ENSG00000234652	ENSG00000234652	646231
HGNC:327	AGPS	ENSG00000018510	ENSG00000018510	8540
HGNC:328	AGR2	ENSG00000106541	ENSG00000106541	10551
HGNC:24167	AGR3	ENSG00000173467	ENSG00000173467	155465
HGNC:329	AGRN	ENSG00000188157	ENSG00000188157	375790
HGNC:330	AGRP	ENSG00000159723	ENSG00000159723	181
HGNC:331	AGS			
HGNC:332	AGS1			
HGNC:31917	AGS2			
HGNC:333	AGT	ENSG00000135744	ENSG00000135744	183
HGNC:334	AGTBP			
HGNC:335	AGTIL			
HGNC:17258	AGTPBP1	ENSG00000135049	ENSG00000135049	23287
HGNC:336	AGTR1	ENSG00000144891	ENSG00000144891	185
HGNC:337	AGTR1B			
HGNC:338	AGTR2	ENSG00000180772	ENSG00000180772	186
HGNC:13539	AGTRAP	ENSG00000177674	ENSG00000177674	57085
HGNC:340	AGTRL2			
HGNC:341	AGXT	ENSG00000172482	ENSG00000172482	189
HGNC:14412	AGXT2	ENSG00000113492	ENSG00000113492	64902
HGNC:342	AHC			
HGNC:24618	AHCTF1	ENSG00000153207	ENSG00000153207	25909
HGNC:24620	AHCTF1P1	ENSG00000226121	ENSG00000226121	285116
HGNC:343	AHCY	ENSG00000101444	ENSG00000101444	191
HGNC:344	AHCYL1	ENSG00000168710	ENSG00000168710	10768
HGNC:22204	AHCYL2	ENSG00000158467	ENSG00000158467	23382
HGNC:44993	AHCYP1			340844
HGNC:44994	AHCYP2	ENSG00000238181	ENSG00000238181	392387
HGNC:44995	AHCYP3	ENSG00000233955	ENSG00000233955	402093
HGNC:44996	AHCYP4	ENSG00000232992	ENSG00000232992	129560
HGNC:44997	AHCYP5	ENSG00000213107	ENSG00000213107	391470
HGNC:44998	AHCYP6			100419714
HGNC:44999	AHCYP7	ENSG00000259465	ENSG00000259465	645486
HGNC:45000	AHCYP8	ENSG00000242529	ENSG00000242529	107063538
HGNC:25230	AHDC1	ENSG00000126705	ENSG00000126705	27245
HGNC:345	AHDS			
HGNC:21575	AHI1	ENSG00000135541	ENSG00000135541	54806
HGNC:347	AHNAK	ENSG00000124942	ENSG00000124942	79026
HGNC:20125	AHNAK2	ENSG00000185567	ENSG00000185567	113146
HGNC:348	AHR	ENSG00000106546	ENSG00000106546	196
HGNC:346	AHRR	ENSG00000063438	ENSG00000063438	57491
HGNC:1189	AHSA1	ENSG00000100591	ENSG00000100591	10598
HGNC:20437	AHSA2P	ENSG00000173209	ENSG00000173209	130872
HGNC:349	AHSG	ENSG00000145192	ENSG00000145192	197
HGNC:18075	AHSP	ENSG00000169877	ENSG00000169877	51327
HGNC:350	AIC			
HGNC:13203	AICDA	ENSG00000111732	ENSG00000111732	57379
HGNC:25761	AIDA	ENSG00000186063	ENSG00000186063	64853
HGNC:54663	AIDAP1	ENSG00000230154	ENSG00000230154	646050
HGNC:54664	AIDAP2	ENSG00000251429	ENSG00000251429	646890
HGNC:54665	AIDAP3	ENSG00000264189	ENSG00000264189	100128360
HGNC:351	AIED			
HGNC:352	AIF1	ENSG00000204472	ENSG00000204472	199
HGNC:28904	AIF1L	ENSG00000126878	ENSG00000126878	83543
HGNC:8768	AIFM1	ENSG00000156709	ENSG00000156709	9131
HGNC:44884	AIFM1P1	ENSG00000225509	ENSG00000225509	645120
HGNC:21411	AIFM2	ENSG00000042286	ENSG00000042286	84883
HGNC:26398	AIFM3	ENSG00000183773	ENSG00000183773	150209
HGNC:21607	AIG1	ENSG00000146416	ENSG00000146416	51390
HGNC:43926	AIG1P1	ENSG00000249089	ENSG00000249089	106479028
HGNC:353	AIH1			
HGNC:354	AIH2			
HGNC:355	AIH3			
HGNC:357	AIM2	ENSG00000163568	ENSG00000163568	9447
HGNC:10648	AIMP1	ENSG00000164022	ENSG00000164022	9255
HGNC:16543	AIMP1P1	ENSG00000234187	ENSG00000234187	170547
HGNC:43693	AIMP1P2	ENSG00000227177	ENSG00000227177	100873064
HGNC:20609	AIMP2	ENSG00000106305	ENSG00000106305	7965
HGNC:358	AIP	ENSG00000110711	ENSG00000110711	9049
HGNC:359	AIPL1	ENSG00000129221	ENSG00000129221	23746
HGNC:360	AIRE	ENSG00000160224	ENSG00000160224	326
HGNC:34515	AIRN	ENSG00000268257	ENSG00000268257	100271873
HGNC:16304	AIS1			
HGNC:23054	AIS2			
HGNC:23083	AIS3			
HGNC:30801	AJAP1	ENSG00000196581	ENSG00000196581	55966
HGNC:37284	AJM1	ENSG00000232434	ENSG00000232434	389813
HGNC:20250	AJUBA	ENSG00000129474	ENSG00000129474	84962
HGNC:361	AK1	ENSG00000106992	ENSG00000106992	203
HGNC:362	AK2	ENSG00000004455	ENSG00000004455	204
HGNC:24037	AK2P1			266920
HGNC:33542	AK2P2	ENSG00000242272	ENSG00000242272	339736
HGNC:17376	AK3	ENSG00000147853	ENSG00000147853	50808
HGNC:31099	AK3P2	ENSG00000250115	ENSG00000250115	100419074
HGNC:39062	AK3P3	ENSG00000230042	ENSG00000230042	100419075
HGNC:39063	AK3P4	ENSG00000248722	ENSG00000248722	100129959
HGNC:39064	AK3P5	ENSG00000228816	ENSG00000228816	100288319
HGNC:39065	AK3P6			100873789
HGNC:363	AK4	ENSG00000162433	ENSG00000162433	205
HGNC:364	AK4P1	ENSG00000263535	ENSG00000263535	206
HGNC:39066	AK4P2	ENSG00000249410	ENSG00000249410	100132104
HGNC:21596	AK4P3	ENSG00000233381	ENSG00000233381	645619
HGNC:39067	AK4P4	ENSG00000223621	ENSG00000223621	100128705
HGNC:39068	AK4P5	ENSG00000217377	ENSG00000217377	100526416
HGNC:39069	AK4P6	ENSG00000235606	ENSG00000235606	649288
HGNC:365	AK5	ENSG00000154027	ENSG00000154027	26289
HGNC:366	AK6			
HGNC:49151	AK6	ENSG00000085231	ENSG00000085231	102157402
HGNC:51678	AK6P1	ENSG00000256614	ENSG00000256614	100132086
HGNC:51679	AK6P2	ENSG00000257173	ENSG00000257173	100128817
HGNC:20091	AK7	ENSG00000140057	ENSG00000140057	122481
HGNC:26526	AK8	ENSG00000165695	ENSG00000165695	158067
HGNC:33814	AK9	ENSG00000155085	ENSG00000155085	221264
HGNC:28285	AKAIN1	ENSG00000231824	ENSG00000231824	642597
HGNC:367	AKAP1	ENSG00000121057	ENSG00000121057	8165
HGNC:372	AKAP2			
HGNC:373	AKAP3	ENSG00000111254	ENSG00000111254	10566
HGNC:374	AKAP4	ENSG00000147081	ENSG00000147081	8852
HGNC:375	AKAP5	ENSG00000179841	ENSG00000179841	9495
HGNC:376	AKAP6	ENSG00000151320	ENSG00000151320	9472
HGNC:377	AKAP7	ENSG00000118507	ENSG00000118507	9465
HGNC:378	AKAP8	ENSG00000105127	ENSG00000105127	10270
HGNC:29857	AKAP8L	ENSG00000011243	ENSG00000011243	26993
HGNC:49758	AKAP8P1	ENSG00000234146	ENSG00000234146	646114
HGNC:379	AKAP9	ENSG00000127914	ENSG00000127914	10142
HGNC:368	AKAP10	ENSG00000108599	ENSG00000108599	11216
HGNC:369	AKAP11	ENSG00000023516	ENSG00000023516	11215
HGNC:39939	AKAP11-IT1			
HGNC:370	AKAP12	ENSG00000131016	ENSG00000131016	9590
HGNC:371	AKAP13	ENSG00000170776	ENSG00000170776	11214
HGNC:24061	AKAP14	ENSG00000186471	ENSG00000186471	158798
HGNC:18783	AKAP17A	ENSG00000197976	ENSG00000197976	8227
HGNC:38514	AKAP17BP	ENSG00000214992	ENSG00000214992	139516
HGNC:21618	AKD2			
HGNC:1170	AKIP1	ENSG00000166452	ENSG00000166452	56672
HGNC:25744	AKIRIN1	ENSG00000174574	ENSG00000174574	79647
HGNC:50794	AKIRIN1P1	ENSG00000257786	ENSG00000257786	100418731
HGNC:50797	AKIRIN1P2	ENSG00000228125	ENSG00000228125	106480306
HGNC:21407	AKIRIN2	ENSG00000135334	ENSG00000135334	55122
HGNC:28822	AKIRIN2-AS1			
HGNC:50796	AKIRIN2P1	ENSG00000251482	ENSG00000251482	100216487
HGNC:24108	AKNA	ENSG00000106948	ENSG00000106948	80709
HGNC:28398	AKNAD1	ENSG00000162641	ENSG00000162641	254268
HGNC:380	AKR1A1	ENSG00000117448	ENSG00000117448	10327
HGNC:381	AKR1B1	ENSG00000085662	ENSG00000085662	231
HGNC:420	AKR1B1P1	ENSG00000229991	ENSG00000229991	401982
HGNC:425	AKR1B1P2	ENSG00000213452	ENSG00000213452	236
HGNC:422	AKR1B1P3	ENSG00000213785	ENSG00000213785	729347
HGNC:423	AKR1B1P4	ENSG00000237876	ENSG00000237876	390402
HGNC:20002	AKR1B1P5	ENSG00000258685		390482
HGNC:33498	AKR1B1P6	ENSG00000225212	ENSG00000225212	100129769
HGNC:33497	AKR1B1P7	ENSG00000266899	ENSG00000266899	126242
HGNC:33496	AKR1B1P8	ENSG00000231371	ENSG00000231371	392525
